ID,Name,Description
198910000,Noah Undefeatable Leonar,<b><font color=@#FFCC33@>One of Marce Krowaz’s  first class NightMares</font>  </b><b><font color=@#FFCC33@>The Executive Director of the Witch Gathering.  The Supervisor of magic and black magic</font>  <font color=@#3399FF@>... We know even when you keep your mouth closed.</font>  <font color=@#3399FF@>With this power... We shall carry out the </font> <font color=@#FF3300@>judgment</font><font color=@#3399FF@>...</font> </b> -From the Second Lost Page...
198920000,Noah Weak Giant Leonar,<b><font color=@#FFCC33@>One of Marce Krowaz’s  first class NightMares</font>  </b><b><font color=@#FFCC33@>The Executive Director of the Witch Gathering.  The Supervisor of magic and black magic</font>  <font color=@#3399FF@>... We know even when you keep your mouth closed.</font>  <font color=@#3399FF@>With this power... We shall carry out the </font> <font color=@#FF3300@>judgment</font><font color=@#3399FF@>...</font> </b> -From the Second Lost Page...
198930000,Noah Mean Leonar,<b><font color=@#FFCC33@>One of Marce Krowaz’s  first class NightMares</font>  </b><b><font color=@#FFCC33@>The Executive Director of the Witch Gathering.  The Supervisor of magic and black magic</font>  <font color=@#3399FF@>... We know even when you keep your mouth closed.</font>  <font color=@#3399FF@>With this power... We shall carry out the </font> <font color=@#FF3300@>judgment</font><font color=@#3399FF@>...</font> </b> -From the Second Lost Page...
199101000,Smite Hammer,Crafted by the monk  from the Logos Temple.
199102000,Stone Splitter,Holy knights’ weapon made  to fight the evil soldiers of  Juraid Mountains.  Their souls and remains are  left in the mountains.
199103000,Noah Juraid Mountain Attack,Holy knights’ weapon  Made to fight the evil soldiers  of Juraid Mountains. Their  souls and remains are left in  the mountains.
199111000,Smite Hammer,<b><font color=@#CC9900@>The sole survivor of the Kalluga Valley and</font></b> <b><font color=@#CC9900@><u>the Logos Temple</u>’s monk </font></b> <b><font color=@#CC3300@>Smite’s</font><font color=@#CC9900@>hammer.</font></b>
199112000,Stone Splitter,Holy knights’ weapon made to  fight the evil soldiers of Juraid Mountains.  Their souls and remains are  left in the mountains.
199121000,Noah Smite Hammer,Crafted by the monk from the Logos Temple.
199201000,Secular Fan,A fan whose purpose is  to make an evil Spirit cling to  the world when entering Nirvana.
199301000,Holy Animor,Holy power
199311000,Holy Animor,Holy power
199321000,Noah Holy Enimer,Holy power
201001000,Quilted Pauldron,The pauldron worn by  novice warriors.
201002000,Leather Pants,The Pants worn by  novice warriors.
201003000,Leather Cap,The hat worn by  novice warriors.
201004000,Leather Gloves,The Gloves worn by  novice warriors.
201005000,Leather Shoes,The shoes worn by  novice warriors.
201011000,Novice Warrior’s Pauldron,Novice Warrior’s Armor
201012000,Novice Warrior’s Pants,Novice Warrior’s Armor
201013000,Novice Warrior’s Helmet,Novice Warrior’s Armor
201014000,Novice Warrior’s Gauntlets,Novice Warrior’s Armor
201015000,Novice Warrior’s Boots,Novice Warrior’s Armor
202001000,Half Plate Pauldron,A piece of armor that  protects the vital points  to improve mobility.
202002000,Half Plate Pants,A piece of armor that  protects the vital points  to improve mobility.
202003000,Half Plate Helmet,A piece of armor that  protects the vital points  to improve mobility.
202004000,Half Plate Gauntlets,A piece of armor that  protects the vital points  to improve mobility.
202005000,Half Plate Boots,A piece of armor that  protects the vital points  to improve mobility.
202013000,Helmet of Destruction,Armor of Destruction (Warriors)  - Cannot be repaired.
202021000,Training warriors’ Pauldron,Training Warrior’s Armor
202022000,Training warriors’ Pants,Training Warrior’s Armor
202023000,Training warriors’ Helmet,Training Warrior’s Armor
202024000,Training warriors’ Gauntlets,Training Warrior’s Armor
202025000,Training warriors’ Boots,Training Warrior’s Armor
203001000,Plate Armor Pauldron,A piece of plate armor  that is vulnerable in joints.
203002000,Plate Armor Pants,A piece of plate armor  that is vulnerable in joints.
203003000,Plate Armor Helmet,A piece of plate armor  that is vulnerable in joints.
203004000,Plate Armor Gauntlets,A piece of plate armor  that is vulnerable in joints.
203005000,Plate Armor Boots,A piece of plate armor  that is vulnerable in joints.
203011000,Armor of Destruction,Armor of Destruction (Warriors)  - Cannot be repaired.
203012000,Pants of Destruction,Armor of Destruction (Warriors)  - Cannot be repaired.
203014000,Gauntlets of Destruction,Armor of Destruction (Warriors)  - Cannot be repaired.
203015000,Boots of Destruction,Armor of Destruction (Warriors)  - Cannot be repaired.
203021000,Talia skin,Talia Skin (Warriors)  - Cannot be repaired.
203031000,Skilled Warrior’s Pauldron,Skilled Warrior’s Armor
203032000,Skilled Warrior’s Pants,Skilled Warrior’s Armor
203033000,Skilled Warrior’s Helmet,Skilled Warrior’s Armor
203034000,Skilled Warrior’s Gauntlets,Skilled Warrior’s Armor
203035000,Skilled Warrior’s Boots,Skilled Warrior’s Armor
204001000,Full Plate Armor Pauldron,Strong plate armor made  in the middle ages with  reinforced joints.
204002000,Full Plate Armor Pants,Strong plate armor made  in the middle ages with  reinforced joints.
204003000,Full Plate Armor Helmet,Strong plate armor made  in the middle ages with  reinforced joints.
